№;ФИО;Номер телефона;Количество минут, оплаченных абонентом;Количество минут, которые наговорил абонент;Стоимость дополнительной минуты;Адрес;Сумма, оплаченная за дополнительные минуты
7163;Харлампий Эдуардович Никифоров;8 819 438 4574;318;536;39;к. Кировск (Ленин.), пр. Технический, д. 274, 752479;8502
7164;Милан Эдгарович Орехов;8 (234) 549-03-36;191;147;10;д. Прохладный, наб. Ворошилова, д. 5 к. 1/8, 408123;0
7165;Ковалева Лидия Викторовна;+7 (013) 607-78-29;417;55;19;ст. Переславль-Залесский, пер. Почтовый, д. 7/1 стр. 1, 117114;0
7166;Светозар Глебович Власов;+79388316542;35;327;20;ст. Петухово, алл. Павлика Морозова, д. 38, 839393;5840
7167;Кузьмина Лидия Алексеевна;+7 (543) 693-66-13;456;458;12;клх Астрахань, наб. Просвещения, д. 9/8, 754137;24
7168;Фокина Клавдия Вячеславовна;8 609 781 30 83;102;316;40;с. Вендинга, бул. Просвещения, д. 89 к. 26, 250760;8560
7169;Раиса Валентиновна Виноградова;84111709396;199;198;21;д. Санкт-Петербург, пер. Угловой, д. 79 стр. 8/6, 319058;0
7170;Брагин Силантий Гертрудович;8 (979) 550-9195;131;256;42;д. Киров (Вятка), наб. Марта 8, д. 8/5 стр. 22, 172704;5250
7171;Рогова Вера Мироновна;84964341038;486;293;2;ст. Королев, пер. Гастелло, д. 5 стр. 4/7, 106597;0
7172;Ульяна Тарасовна Некрасова;+7 010 984 19 16;111;291;41;с. Курильск, пер. Ростовский, д. 9/6, 217527;7380
7173;Кузнецова Феврония Юльевна;+7 445 980 8011;308;164;32;с. Бронницы, наб. Азина, д. 53, 317151;0
7174;Виктория Юрьевна Симонова;8 (118) 468-81-82;374;400;12;д. Наро-Фоминск, пер. Мелиоративный, д. 1/4 к. 3/4, 425951;312
7175;Мишин Анисим Марсович;8 616 196 55 20;197;116;46;п. Кулу, наб. Осенняя, д. 133 стр. 81, 477573;0
7176;Сергеев Федосий Бориславович;81303034031;440;292;48;ст. Тобольск, пер. Профсоюзный, д. 21, 010357;0
7177;Кузьма Борисович Федосеев;8 (131) 347-81-03;365;572;9;ст. Каневская, наб. Ольховая, д. 90, 745354;1863
7178;Константинов Ипатий Измаилович;+7 (103) 013-3602;73;20;34;к. Нягань, пер. Плеханова, д. 8 к. 810, 951676;0
7179;Глафира Антоновна Уварова;+7 042 452 55 92;350;231;40;ст. Печора, пер. Лесозаводский, д. 7/9 стр. 92, 880538;0
7180;Кириллов Кондратий Теймуразович;8 598 923 55 34;91;162;14;к. Энгельс, бул. Парижской Коммуны, д. 9, 330740;994
7181;Евгения Петровна Бирюкова;8 (016) 907-33-57;163;215;49;г. Новороссийск, наб. Ленская, д. 658 к. 3, 038675;2548
7182;Миронов Егор Ефимьевич;81663528827;243;126;35;с. Новый Уренгой, ш. Олега Кошевого, д. 925 к. 76, 945184;0
7183;Марфа Георгиевна Бобылева;+7 (338) 909-49-45;431;266;39;п. Шатой, ул. Менделеева, д. 87, 706222;0
7184;Фокина Ираида Геннадьевна;8 859 722 8178;10;174;44;ст. Темрюк, бул. Одесский, д. 953 стр. 1, 666704;7216
7185;Христофор Федотович Савельев;+7 (980) 587-8724;195;518;28;с. Волгоград, ул. Крестьянская, д. 359 к. 601, 904011;9044
7186;Анна Леонидовна Владимирова;+77015942336;251;110;4;ст. Минеральные Воды, бул. Менделеева, д. 81, 372630;0
7187;Мария Яковлевна Цветкова;8 (917) 918-61-71;366;205;10;к. Кондопога, алл. Димитрова, д. 557 к. 701, 263142;0
7188;Веселова Лидия Ивановна;+7 438 942 61 73;106;317;9;клх Кимры, пр. Кубанский, д. 751, 089772;1899
7189;Зуева Евфросиния Александровна;+7 (566) 876-78-87;344;173;11;с. Мирный, ш. Рязанское, д. 915, 819876;0
7190;Панфилов Остап Авдеевич;+7 (331) 683-74-89;37;411;8;ст. Асбест, пр. Главный, д. 125 к. 8/5, 175768;2992
7191;Дьячкова Милица Тимуровна;+7 768 359 86 50;302;407;9;к. Гусь-Хрустальный, наб. Кавказская, д. 93 стр. 6/4, 486602;945
7192;Зиновьев Юлиан Фёдорович;+7 555 717 1437;280;453;21;п. Тура, алл. Жуковского, д. 743, 972123;3633
7193;Дмитриева Евпраксия Анатольевна;8 (855) 105-90-59;177;598;36;с. Красноярск, бул. Средний, д. 5 стр. 1, 633738;15156
7194;Воробьева Иванна Валентиновна;8 910 552 41 63;264;24;43;к. Беломорск, бул. Широкий, д. 964 стр. 3, 070198;0
7195;Клавдия Харитоновна Смирнова;+79674947376;263;34;22;ст. Фатеж, бул. Зои Космодемьянской, д. 4/9 стр. 5, 279090;0
7196;Виноградов Павел Антонович;+7 067 458 4088;398;364;46;г. Арзамас, ш. Сосновое, д. 5/5, 455434;0
7197;Зыкова Алла Ильинична;8 755 182 47 05;107;285;31;ст. Бугуруслан, ш. Кавказское, д. 92 стр. 682, 040978;5518
7198;Соболев Вацлав Гавриилович;+7 601 659 80 51;154;590;45;с. Шенкурск, ш. Крестьянское, д. 934, 553972;19620
7199;Терентий Устинович Субботин;8 (554) 225-5611;152;301;30;п. Хоста, алл. Герцена, д. 698 стр. 43, 168862;4470
7200;Трифон Чеславович Агафонов;+7 (491) 139-4528;228;166;44;ст. Переславль-Залесский, ш. Балтийское, д. 15 стр. 970, 285363;0
7201;Синклитикия Архиповна Гуляева;+7 327 185 59 31;58;272;36;п. Ногинск (Моск.), алл. Строительная, д. 4/1, 398327;7704
7202;Яков Августович Воробьев;8 (737) 488-37-46;125;174;44;с. Руза, пр. Щербакова, д. 7/8 стр. 80, 070055;2156
7203;Коновалов Ермил Игнатович;+7 631 065 1812;47;464;34;ст. Улан-Удэ, алл. Пирогова, д. 143 стр. 5/8, 909946;14178
7204;Любовь Львовна Уварова;+7 758 616 0926;324;574;30;ст. Завьялиха, пр. Ставропольский, д. 9, 528003;7500
7205;Сорокин Владлен Игнатович;8 (430) 300-3508;35;65;40;п. Омск, наб. Папанина, д. 1, 862962;1200
7206;Кондрат Авдеевич Виноградов;8 180 762 4029;120;349;14;клх Ульяновск, ул. Высоцкого, д. 211 стр. 8/7, 636354;3206
7207;Шарапов Захар Бориславович;+7 (060) 065-8717;43;430;5;ст. Амурск, ул. Проточная, д. 5 к. 523, 095356;1935
7208;Ширяева Регина Львовна;+7 238 636 3385;459;155;26;клх Кыштым, алл. Прудная, д. 31 к. 90, 153127;0
7209;Леонид Тарасович Карпов;+74101166386;62;423;4;п. Бронницы, наб. 70 лет Октября, д. 741 к. 6, 247528;1444
7210;Журавлева Олимпиада Максимовна;88306978597;331;302;25;д. Черемхово, алл. Белинского, д. 426 к. 1, 162351;0
7211;Беляков Боян Давыдович;+7 401 845 4460;415;585;4;п. Петухово, пр. Ручейный, д. 9/8, 007475;680
7212;Евгения Вячеславовна Шашкова;+75652100821;31;169;11;к. Апатиты, пр. Донской, д. 5/1 стр. 202, 451227;1518
7213;Ульян Владиславович Комаров;+70318122457;306;57;36;ст. Брянск, пр. Поселковый, д. 9, 869320;0
7214;Фока Фокич Мясников;8 812 844 7106;329;82;38;п. Верхнее Пенжино, ш. Папанина, д. 8/8, 478781;0
7215;Сысоева Элеонора Валентиновна;+7 (252) 628-53-05;88;273;17;клх Воронеж, алл. Толбухина, д. 626 к. 28, 800770;3145
7216;Тамара Макаровна Рыбакова;8 830 606 59 32;155;459;5;клх Ступино, пр. Пролетарский, д. 433 к. 4/2, 084152;1520
7217;Вадим Изотович Панов;+7 445 123 0764;265;135;19;клх Благовещенск (Амур.), ш. Фурманова, д. 462 стр. 16, 748436;0
7218;Елисеев Авдей Елисеевич;89620008677;219;245;44;ст. Иваново, ш. Союзное, д. 1/2, 514955;1144
7219;Станимир Игнатович Овчинников;+79474249613;123;1;45;к. Якутск, пер. Социалистический, д. 25 стр. 667, 382678;0
7220;Кондратий Ярославович Семенов;+73116863395;185;188;11;д. Партизанск, пер. Коммунистический, д. 74 стр. 1/8, 284767;33
7221;Виноградова Мария Мироновна;8 (287) 113-5151;4;305;41;г. Крымск, наб. Куйбышева, д. 8, 604211;12341
7222;Ратмир Георгиевич Дмитриев;+7 (542) 881-0631;25;175;16;г. Мичуринск, наб. Юности, д. 711 к. 3, 569329;2400
7223;Пахом Игоревич Владимиров;+78953119244;480;564;46;с. Киржач, ш. Вавилова, д. 75 стр. 1/9, 323519;3864
7224;Пономарев Ермолай Жоресович;+7 527 508 6918;492;594;13;г. Благовещенск (Амур.), пер. Гагарина, д. 9/6 к. 6/1, 589873;1326
7225;Пахомов Ананий Игнатьевич;8 (330) 942-50-32;100;84;31;клх Любань, алл. Курчатова, д. 8, 832002;0
7226;Панфилова Лукия Альбертовна;+7 479 686 41 45;106;547;8;к. Киржач, алл. Добролюбова, д. 110, 466866;3528
7227;Евсеев Андрон Еремеевич;87605570413;121;294;16;г. Звенигород, ш. Ивановское, д. 6, 085118;2768
7228;Никитин Гаврила Ефремович;8 (992) 074-3580;149;195;3;клх Армавир, бул. Новостройка, д. 7, 566845;138
7229;Мишин Феоктист Абрамович;+75464832881;19;526;37;п. Нальчик, наб. Шевченко, д. 8 стр. 1/1, 589763;18759
7230;Ермил Вилорович Горбачев;8 (852) 148-2705;50;56;3;п. Братск, пер. Деповский, д. 8 к. 5/3, 808333;18
7231;Абрамов Максим Глебович;87713470159;483;1;3;к. Коломна, бул. Максима Горького, д. 7/9 стр. 389, 799082;0
7232;Юлия Наумовна Дьячкова;8 (657) 895-09-76;369;366;15;к. Беслан, наб. Веселая, д. 1/3 стр. 233, 751292;0
7233;Алина Степановна Муравьева;8 (512) 173-83-75;229;453;15;с. Эльбрус, бул. 50 лет ВЛКСМ, д. 1/5, 194343;3360
7234;Евдоким Григорьевич Беспалов;+7 818 374 18 35;495;549;47;г. Красноселькуп, алл. Береговая, д. 4 к. 30, 421957;2538
7235;Тетерина Фаина Кузьминична;8 (384) 881-12-31;46;384;47;п. Новомосковск, пр. Южный, д. 1/7, 054323;15886
7236;Селезнева Лора Даниловна;8 649 385 1463;73;41;13;клх Армавир, пр. Ермака, д. 8/2, 493358;0
7237;Некрасова Жанна Тимофеевна;8 529 325 23 86;318;328;12;ст. Адыгейск, пр. Энтузиастов, д. 7 стр. 61, 528849;120
7238;Алла Матвеевна Ефимова;8 225 751 59 87;129;540;41;клх Баргузин, бул. Технический, д. 4/7 стр. 7/5, 948250;16851
7239;Сазонова Анжелика Степановна;+71513446972;312;124;13;ст. Нарьян-Мар, алл. Лунная, д. 67 к. 7, 324080;0
7240;Рябова Анастасия Тимофеевна;86943766620;185;541;21;д. Саянск, пер. Карла Маркса, д. 4 стр. 90, 076827;7476
